Nome,Número,Peso,Altura,Tipos,Habilidades,Habilidades Descrição,Habilidades URL,Url Pokémon,Evoluções,Evoluções Número,Evoluções URL
Totodile,0158,9.5 kg (20.9 lbs),0.6 m (2′00″),Water,"Torrent,Sheer Force"," Powers up Water-type moves in a pinch., Removes added effects to increase move damage."," https://pokemondb.net//ability/torrent, https://pokemondb.net//ability/sheer-force",https://pokemondb.net/pokedex/totodile,"Croconaw,Feraligatr"," #0159, #0160"," https://pokemondb.net//pokedex/croconaw, https://pokemondb.net//pokedex/feraligatr"
Typhlosion,0157,79.5 kg (175.3 lbs),1.7 m (5′07″),Fire,"Blaze,Flash Fire,Blaze,Frisk"," Powers up Fire-type moves in a pinch., It powers up Fire-type moves if it's hit by one., Powers up Fire-type moves in a pinch., The Pokémon can check a foe's held item."," https://pokemondb.net//ability/blaze, https://pokemondb.net//ability/flash-fire, https://pokemondb.net//ability/blaze, https://pokemondb.net//ability/frisk",https://pokemondb.net/pokedex/typhlosion,Quilava, #0156, https://pokemondb.net//pokedex/quilava
Quilava,0156,19.0 kg (41.9 lbs),0.9 m (2′11″),Fire,"Blaze,Flash Fire"," Powers up Fire-type moves in a pinch., It powers up Fire-type moves if it's hit by one."," https://pokemondb.net//ability/blaze, https://pokemondb.net//ability/flash-fire",https://pokemondb.net/pokedex/quilava,,,
Cyndaquil,0155,7.9 kg (17.4 lbs),0.5 m (1′08″),Fire,"Blaze,Flash Fire"," Powers up Fire-type moves in a pinch., It powers up Fire-type moves if it's hit by one."," https://pokemondb.net//ability/blaze, https://pokemondb.net//ability/flash-fire",https://pokemondb.net/pokedex/cyndaquil,Quilava, #0156, https://pokemondb.net//pokedex/quilava
Meganium,0154,100.5 kg (221.6 lbs),1.8 m (5′11″),Grass,"Overgrow,Leaf Guard"," Powers up Grass-type moves in a pinch., Prevents problems with status in sunny weather."," https://pokemondb.net//ability/overgrow, https://pokemondb.net//ability/leaf-guard",https://pokemondb.net/pokedex/meganium,,,
Bayleef,0153,15.8 kg (34.8 lbs),1.2 m (3′11″),Grass,"Overgrow,Leaf Guard"," Powers up Grass-type moves in a pinch., Prevents problems with status in sunny weather."," https://pokemondb.net//ability/overgrow, https://pokemondb.net//ability/leaf-guard",https://pokemondb.net/pokedex/bayleef,Meganium, #0154," https://pokemondb.net//pokedex/bayleef, https://pokemondb.net//pokedex/meganium"
Chikorita,0152,6.4 kg (14.1 lbs),0.9 m (2′11″),Grass,"Overgrow,Leaf Guard"," Powers up Grass-type moves in a pinch., Prevents problems with status in sunny weather."," https://pokemondb.net//ability/overgrow, https://pokemondb.net//ability/leaf-guard",https://pokemondb.net/pokedex/chikorita,"Bayleef,Meganium"," #0153, #0154"," https://pokemondb.net//pokedex/bayleef, https://pokemondb.net//pokedex/meganium"
Zapdos,0145,52.6 kg (116.0 lbs),1.6 m (5′03″),"Electric,Flying","Pressure,Static,Defiant"," The Pokémon raises the foe's PP usage., Contact with the Pokémon may cause paralysis., Sharply raises Attack when the Pokémon's stats are lowered."," https://pokemondb.net//ability/pressure, https://pokemondb.net//ability/static, https://pokemondb.net//ability/defiant",https://pokemondb.net/pokedex/zapdos,,,
Articuno,0144,55.4 kg (122.1 lbs),1.7 m (5′07″),"Ice,Flying","Pressure,Snow Cloak,Competitive"," The Pokémon raises the foe's PP usage., Raises evasion in a hailstorm., Sharply raises Special Attack when the Pokémon's stats are lowered."," https://pokemondb.net//ability/pressure, https://pokemondb.net//ability/snow-cloak, https://pokemondb.net//ability/competitive",https://pokemondb.net/pokedex/articuno,,,
Snorlax,0143,460.0 kg (1014.1 lbs),2.1 m (6′11″),Normal,"Immunity,Thick Fat,Gluttony"," Prevents the Pokémon from getting poisoned., Ups resistance to Fire- and Ice-type moves., Encourages the early use of a held Berry."," https://pokemondb.net//ability/immunity, https://pokemondb.net//ability/thick-fat, https://pokemondb.net//ability/gluttony",https://pokemondb.net/pokedex/snorlax,,,
Aerodactyl,0142,59.0 kg (130.1 lbs),1.8 m (5′11″),"Rock,Flying","Rock Head,Pressure,Unnerve,Tough Claws"," Protects the Pokémon from recoil damage., The Pokémon raises the foe's PP usage., Makes the foe nervous and unable to eat Berries., Boosts the power of contact moves."," https://pokemondb.net//ability/rock-head, https://pokemondb.net//ability/pressure, https://pokemondb.net//ability/unnerve, https://pokemondb.net//ability/tough-claws",https://pokemondb.net/pokedex/aerodactyl,,,
Kabutops,0141,40.5 kg (89.3 lbs),1.3 m (4′03″),"Rock,Water","Swift Swim,Battle Armor,Weak Armor"," Boosts the Pokémon's Speed in rain., The Pokémon is protected against critical hits., Physical attacks lower Defense and raise Speed."," https://pokemondb.net//ability/swift-swim, https://pokemondb.net//ability/battle-armor, https://pokemondb.net//ability/weak-armor",https://pokemondb.net/pokedex/kabutops,,,
Kabuto,0140,11.5 kg (25.4 lbs),0.5 m (1′08″),"Rock,Water","Swift Swim,Battle Armor,Weak Armor"," Boosts the Pokémon's Speed in rain., The Pokémon is protected against critical hits., Physical attacks lower Defense and raise Speed."," https://pokemondb.net//ability/swift-swim, https://pokemondb.net//ability/battle-armor, https://pokemondb.net//ability/weak-armor",https://pokemondb.net/pokedex/kabuto,Kabutops, #0141, https://pokemondb.net//pokedex/kabutops
Omastar,0139,35.0 kg (77.2 lbs),1.0 m (3′03″),"Rock,Water","Swift Swim,Shell Armor,Weak Armor"," Boosts the Pokémon's Speed in rain., The Pokémon is protected against critical hits., Physical attacks lower Defense and raise Speed."," https://pokemondb.net//ability/swift-swim, https://pokemondb.net//ability/shell-armor, https://pokemondb.net//ability/weak-armor",https://pokemondb.net/pokedex/omastar,,,
Flareon,0136,25.0 kg (55.1 lbs),0.9 m (2′11″),Fire,"Flash Fire,Guts"," It powers up Fire-type moves if it's hit by one., Boosts Attack if there is a status problem."," https://pokemondb.net//ability/flash-fire, https://pokemondb.net//ability/guts",https://pokemondb.net/pokedex/flareon,,,
Jolteon,0135,24.5 kg (54.0 lbs),0.8 m (2′07″),Electric,"Volt Absorb,Quick Feet"," Restores HP if hit by an Electric-type move., Boosts Speed if there is a status problem."," https://pokemondb.net//ability/volt-absorb, https://pokemondb.net//ability/quick-feet",https://pokemondb.net/pokedex/jolteon,,,
Vaporeon,0134,29.0 kg (63.9 lbs),1.0 m (3′03″),Water,"Water Absorb,Hydration"," Restores HP if hit by a Water-type move., Heals status problems if it is raining."," https://pokemondb.net//ability/water-absorb, https://pokemondb.net//ability/hydration",https://pokemondb.net/pokedex/vaporeon,,,
Eevee,0133,6.5 kg (14.3 lbs),0.3 m (1′00″),Normal,"Run Away,Adaptability,Anticipation"," Enables a sure getaway from wild Pokémon., Powers up moves of the same type., Senses a foe's dangerous moves."," https://pokemondb.net//ability/run-away, https://pokemondb.net//ability/adaptability, https://pokemondb.net//ability/anticipation",https://pokemondb.net/pokedex/eevee,"Vaporeon,Jolteon,Flareon,Espeon,Umbreon,Leafeon,Glaceon,Sylveon"," #0134, #0135, #0136, #0196, #0197, #0470, #0471, #0700"," https://pokemondb.net//pokedex/vaporeon, https://pokemondb.net//pokedex/jolteon, https://pokemondb.net//pokedex/flareon, https://pokemondb.net//pokedex/espeon, https://pokemondb.net//pokedex/umbreon, https://pokemondb.net//pokedex/leafeon, https://pokemondb.net//pokedex/glaceon, https://pokemondb.net//pokedex/sylveon"
Ditto,0132,4.0 kg (8.8 lbs),0.3 m (1′00″),Normal,"Limber,Imposter"," The Pokémon is protected from paralysis., It transforms itself into the Pokémon it is facing."," https://pokemondb.net//ability/limber, https://pokemondb.net//ability/imposter",https://pokemondb.net/pokedex/ditto,,,
Lapras,0131,220.0 kg (485.0 lbs),2.5 m (8′02″),"Water,Ice","Water Absorb,Shell Armor,Hydration"," Restores HP if hit by a Water-type move., The Pokémon is protected against critical hits., Heals status problems if it is raining."," https://pokemondb.net//ability/water-absorb, https://pokemondb.net//ability/shell-armor, https://pokemondb.net//ability/hydration",https://pokemondb.net/pokedex/lapras,,,
Gyarados,0130,235.0 kg (518.1 lbs),6.5 m (21′04″),"Water,Flying","Intimidate,Moxie,Mold Breaker"," Lowers the foe's Attack stat., Boosts Attack after knocking out any Pokémon., Moves can be used regardless of Abilities."," https://pokemondb.net//ability/intimidate, https://pokemondb.net//ability/moxie, https://pokemondb.net//ability/mold-breaker",https://pokemondb.net/pokedex/gyarados,,,
Magikarp,0129,10.0 kg (22.0 lbs),0.9 m (2′11″),Water,"Swift Swim,Rattled"," Boosts the Pokémon's Speed in rain., Bug, Ghost or Dark type moves scare it and boost its Speed."," https://pokemondb.net//ability/swift-swim, https://pokemondb.net//ability/rattled",https://pokemondb.net/pokedex/magikarp,Gyarados, #0130, https://pokemondb.net//pokedex/gyarados
Mr. Mime,0122,54.5 kg (120.2 lbs),1.3 m (4′03″),"Psychic,Fairy","Soundproof,Filter,Technician,Vital Spirit,Screen Cleaner,Ice Body"," Gives immunity to sound-based moves., Reduces damage from super-effective attacks., Powers up the Pokémon's weaker moves., Prevents the Pokémon from falling asleep., Nullifies effects of Light Screen, Reflect, and Aurora Veil., The Pokémon gradually regains HP in a hailstorm."," https://pokemondb.net//ability/soundproof, https://pokemondb.net//ability/filter, https://pokemondb.net//ability/technician, https://pokemondb.net//ability/vital-spirit, https://pokemondb.net//ability/screen-cleaner, https://pokemondb.net//ability/ice-body",https://pokemondb.net/pokedex/mr-mime,,,
Starmie,0121,80.0 kg (176.4 lbs),1.1 m (3′07″),"Water,Psychic","Illuminate,Natural Cure,Analytic"," Raises the likelihood of meeting wild Pokémon., All status problems heal when it switches out., Boosts move power when the Pokémon moves last."," https://pokemondb.net//ability/illuminate, https://pokemondb.net//ability/natural-cure, https://pokemondb.net//ability/analytic",https://pokemondb.net/pokedex/starmie,,,
Staryu,0120,34.5 kg (76.1 lbs),0.8 m (2′07″),Water,"Illuminate,Natural Cure,Analytic"," Raises the likelihood of meeting wild Pokémon., All status problems heal when it switches out., Boosts move power when the Pokémon moves last."," https://pokemondb.net//ability/illuminate, https://pokemondb.net//ability/natural-cure, https://pokemondb.net//ability/analytic",https://pokemondb.net/pokedex/staryu,Starmie, #0121, https://pokemondb.net//pokedex/starmie
Seaking,0119,39.0 kg (86.0 lbs),1.3 m (4′03″),Water,"Swift Swim,Water Veil,Lightning Rod"," Boosts the Pokémon's Speed in rain., Prevents the Pokémon from getting a burn., Draws in all Electric-type moves to up Sp. Attack."," https://pokemondb.net//ability/swift-swim, https://pokemondb.net//ability/water-veil, https://pokemondb.net//ability/lightning-rod",https://pokemondb.net/pokedex/seaking,,,
Goldeen,0118,15.0 kg (33.1 lbs),0.6 m (2′00″),Water,"Swift Swim,Water Veil,Lightning Rod"," Boosts the Pokémon's Speed in rain., Prevents the Pokémon from getting a burn., Draws in all Electric-type moves to up Sp. Attack."," https://pokemondb.net//ability/swift-swim, https://pokemondb.net//ability/water-veil, https://pokemondb.net//ability/lightning-rod",https://pokemondb.net/pokedex/goldeen,Seaking, #0119, https://pokemondb.net//pokedex/seaking
Kangaskhan,0115,80.0 kg (176.4 lbs),2.2 m (7′03″),Normal,"Early Bird,Scrappy,Inner Focus,Parental Bond"," The Pokémon awakens quickly from sleep., Enables moves to hit Ghost-type Pokémon., The Pokémon is protected from flinching., Allows the Pokémon to attack twice."," https://pokemondb.net//ability/early-bird, https://pokemondb.net//ability/scrappy, https://pokemondb.net//ability/inner-focus, https://pokemondb.net//ability/parental-bond",https://pokemondb.net/pokedex/kangaskhan,,,
Tangela,0114,35.0 kg (77.2 lbs),1.0 m (3′03″),Grass,"Chlorophyll,Leaf Guard,Regenerator"," Boosts the Pokémon's Speed in sunshine., Prevents problems with status in sunny weather., Restores a little HP when withdrawn from battle."," https://pokemondb.net//ability/chlorophyll, https://pokemondb.net//ability/leaf-guard, https://pokemondb.net//ability/regenerator",https://pokemondb.net/pokedex/tangela,Tangrowth, #0465, https://pokemondb.net//pokedex/tangrowth
Chansey,0113,34.6 kg (76.3 lbs),1.1 m (3′07″),Normal,"Natural Cure,Serene Grace,Healer"," All status problems heal when it switches out., Boosts the likelihood of added effects appearing., May heal an ally's status conditions."," https://pokemondb.net//ability/natural-cure, https://pokemondb.net//ability/serene-grace, https://pokemondb.net//ability/healer",https://pokemondb.net/pokedex/chansey,Blissey, #0242," https://pokemondb.net//pokedex/chansey, https://pokemondb.net//pokedex/blissey"
Rhydon,0112,120.0 kg (264.6 lbs),1.9 m (6′03″),"Ground,Rock","Lightning Rod,Rock Head,Reckless"," Draws in all Electric-type moves to up Sp. Attack., Protects the Pokémon from recoil damage., Powers up moves that have recoil damage."," https://pokemondb.net//ability/lightning-rod, https://pokemondb.net//ability/rock-head, https://pokemondb.net//ability/reckless",https://pokemondb.net/pokedex/rhydon,Rhyperior, #0464," https://pokemondb.net//pokedex/rhydon, https://pokemondb.net//pokedex/rhyperior"
Rhyhorn,0111,115.0 kg (253.5 lbs),1.0 m (3′03″),"Ground,Rock","Lightning Rod,Rock Head,Reckless"," Draws in all Electric-type moves to up Sp. Attack., Protects the Pokémon from recoil damage., Powers up moves that have recoil damage."," https://pokemondb.net//ability/lightning-rod, https://pokemondb.net//ability/rock-head, https://pokemondb.net//ability/reckless",https://pokemondb.net/pokedex/rhyhorn,"Rhydon,Rhyperior"," #0112, #0464"," https://pokemondb.net//pokedex/rhydon, https://pokemondb.net//pokedex/rhyperior"
Weezing,0110,9.5 kg (20.9 lbs),1.2 m (3′11″),Poison,"Levitate,Neutralizing Gas,Stench,Levitate,Neutralizing Gas,Misty Surge"," Gives immunity to Ground type moves., Neutralizes abilities of all Pokémon in battle., The stench may cause the target to flinch., Gives immunity to Ground type moves., Neutralizes abilities of all Pokémon in battle., The Pokémon creates a Misty Terrain when it enters a battle."," https://pokemondb.net//ability/levitate, https://pokemondb.net//ability/neutralizing-gas, https://pokemondb.net//ability/stench, https://pokemondb.net//ability/levitate, https://pokemondb.net//ability/neutralizing-gas, https://pokemondb.net//ability/misty-surge",https://pokemondb.net/pokedex/weezing,,,
Koffing,0109,1.0 kg (2.2 lbs),0.6 m (2′00″),Poison,"Levitate,Neutralizing Gas,Stench"," Gives immunity to Ground type moves., Neutralizes abilities of all Pokémon in battle., The stench may cause the target to flinch."," https://pokemondb.net//ability/levitate, https://pokemondb.net//ability/neutralizing-gas, https://pokemondb.net//ability/stench",https://pokemondb.net/pokedex/koffing,,,
Lickitung,0108,65.5 kg (144.4 lbs),1.2 m (3′11″),Normal,"Own Tempo,Oblivious,Cloud Nine"," Prevents the Pokémon from becoming confused., Prevents it from becoming infatuated., Eliminates the effects of weather."," https://pokemondb.net//ability/own-tempo, https://pokemondb.net//ability/oblivious, https://pokemondb.net//ability/cloud-nine",https://pokemondb.net/pokedex/lickitung,Lickilicky, #0463, https://pokemondb.net//pokedex/lickilicky
Hitmonchan,0107,50.2 kg (110.7 lbs),1.4 m (4′07″),Fighting,"Keen Eye,Iron Fist,Inner Focus"," Prevents other Pokémon from lowering accuracy., Boosts the power of punching moves., The Pokémon is protected from flinching."," https://pokemondb.net//ability/keen-eye, https://pokemondb.net//ability/iron-fist, https://pokemondb.net//ability/inner-focus",https://pokemondb.net/pokedex/hitmonchan,,,
Hitmonlee,0106,49.8 kg (109.8 lbs),1.5 m (4′11″),Fighting,"Limber,Reckless,Unburden"," The Pokémon is protected from paralysis., Powers up moves that have recoil damage., Raises Speed if a held item is used."," https://pokemondb.net//ability/limber, https://pokemondb.net//ability/reckless, https://pokemondb.net//ability/unburden",https://pokemondb.net/pokedex/hitmonlee,,,
